step,x,y,yaw,dist_to_goal,min_obs_dist
0,-2.4775,0.0000,0.0008,6.9775,3.8012
1,-2.4393,0.0000,0.0030,6.9393,3.7788
2,-2.3900,0.0002,0.0059,6.8900,3.7405
3,-2.3330,0.0005,0.0162,6.8330,3.6913
4,-2.2706,0.0015,0.0310,6.7706,3.6343
5,-2.2045,0.0036,0.0467,6.7045,3.5719
6,-2.1357,0.0068,0.0656,6.6357,3.5057
7,-2.0652,0.0114,0.0818,6.5652,3.4369
8,-1.9934,0.0173,0.1011,6.4935,3.3663
9,-1.9209,0.0246,0.1160,6.4210,3.2944
10,-1.8479,0.0332,0.1309,6.3480,3.2218
11,-1.7746,0.0428,0.1481,6.2747,3.1486
12,-1.7011,0.0538,0.1679,6.2014,3.0751
13,-1.6277,0.0662,0.1861,6.1280,3.0015
14,-1.5543,0.0800,0.2076,6.0549,2.9279
15,-1.4812,0.0954,0.2303,5.9819,2.8544
16,-1.4083,0.1125,0.2544,5.9094,2.7812
17,-1.3359,0.1314,0.2786,5.8373,2.7084
18,-1.2638,0.1520,0.3019,5.7658,2.6360
19,-1.1923,0.1742,0.3194,5.6950,2.5643
20,-1.1211,0.1978,0.3410,5.6246,2.4933
21,-1.0505,0.2228,0.3615,5.5549,2.4229
22,-0.9803,0.2494,0.3807,5.4860,2.3534
23,-0.9107,0.2772,0.3963,5.4178,2.2848
24,-0.8415,0.3062,0.4097,5.3503,2.2172
25,-0.7727,0.3360,0.4233,5.2834,2.1506
26,-0.7044,0.3668,0.4396,5.2173,2.0850
27,-0.6365,0.3988,0.4597,5.1520,2.0205
28,-0.5693,0.4320,0.4841,5.0877,1.9573
29,-0.5029,0.4669,0.5078,5.0247,1.8958
30,-0.4374,0.5034,0.5303,4.9630,1.8362
31,-0.3727,0.5413,0.5533,4.9027,1.7789
32,-0.3089,0.5808,0.5728,4.8438,1.7240
33,-0.2458,0.6214,0.5897,4.7864,1.6717
34,-0.1835,0.6631,0.6023,4.7302,1.6220
35,-0.1217,0.7056,0.6128,4.6753,1.5752
36,-0.0604,0.7487,0.6216,4.6214,1.5311
37,0.0006,0.7924,0.6325,4.5686,1.4898
38,0.0611,0.8368,0.6412,4.5171,1.4515
39,0.1212,0.8816,0.6501,4.4667,1.4165
40,0.1809,0.9270,0.6595,4.4174,1.3849
41,0.2402,0.9730,0.6738,4.3695,1.3569
42,0.2988,1.0198,0.6895,4.3232,1.3327
43,0.3567,1.0675,0.7061,4.2786,1.3129
44,0.4137,1.1161,0.7256,4.2360,1.2977
45,0.4698,1.1659,0.7455,4.1954,1.2875
46,0.5249,1.2168,0.7626,4.1571,1.2824
47,0.5792,1.2686,0.7805,4.1210,1.2825
48,0.6325,1.3214,0.7938,4.0870,1.2878
49,0.6850,1.3748,0.8103,4.0551,1.2981
50,0.7367,1.4292,0.8262,4.0255,1.3131
51,0.7876,1.4843,0.8418,3.9982,1.3327
52,0.8375,1.5403,0.8616,3.9732,1.3569
53,0.8864,1.5972,0.8802,3.9509,1.3853
54,0.9341,1.6550,0.8963,3.9312,1.4181
55,0.9810,1.7136,0.9091,3.9141,1.4548
56,1.0271,1.7728,0.9222,3.8992,1.4950
57,1.0724,1.8325,0.9325,3.8868,1.5383
58,1.1171,1.8928,0.9440,3.8765,1.5845
59,1.1610,1.9535,0.9555,3.8684,1.6332
60,1.2043,2.0148,0.9697,3.8627,1.6842
61,1.2467,2.0766,0.9828,3.8595,1.7374
62,1.2884,2.1390,0.9960,3.8588,1.7928
63,1.3291,2.2020,1.0084,3.8604,1.8500
64,1.3691,2.2654,1.0245,3.8645,1.9089
65,1.4081,2.3295,1.0439,3.8712,1.9694
66,1.4458,2.3943,1.0618,3.8808,2.0314
67,1.4823,2.4598,1.0814,3.8932,2.0950
68,1.5176,2.5260,1.0983,3.9084,2.1599
69,1.5517,2.5928,1.1163,3.9262,2.2261
70,1.5847,2.6602,1.1412,3.9466,2.2933
71,1.6159,2.7284,1.1620,3.9701,2.3616
72,1.6457,2.7972,1.1856,3.9964,2.4309
73,1.6739,2.8667,1.2141,4.0255,2.5011
74,1.7001,2.9370,1.2399,4.0577,2.5721
75,1.7244,3.0079,1.2622,4.0928,2.6440
76,1.7472,3.0794,1.2809,4.1304,2.7165
77,1.7687,3.1512,1.3017,4.1702,2.7896
78,1.7886,3.2235,1.3256,4.2122,2.8630
79,1.8068,3.2963,1.3451,4.2566,2.9368
80,1.8236,3.3694,1.3641,4.3030,3.0110
81,1.8390,3.4428,1.3840,4.3513,3.0854
82,1.8529,3.5165,1.4050,4.4014,3.1599
83,1.8653,3.5904,1.4225,4.4534,3.2347
84,1.8764,3.6646,1.4438,4.5070,3.3095
85,1.8859,3.7390,1.4654,4.5622,3.3844
86,1.8938,3.8136,1.4852,4.6191,3.4594
87,1.9002,3.8883,1.5074,4.6774,3.5344
88,1.9049,3.9632,1.5274,4.7372,3.6094
89,1.9082,4.0381,1.5464,4.7983,3.6843
90,1.9100,4.1131,1.5642,4.8606,3.7592
91,1.9105,4.1881,1.5832,4.9240,3.8340
92,1.9096,4.2631,1.5993,4.9884,3.9086
93,1.9074,4.3380,1.6149,5.0537,3.9832
94,1.9041,4.4130,1.6322,5.1199,4.0576
95,1.8995,4.4878,1.6494,5.1868,4.1319
96,1.8936,4.5626,1.6627,5.2546,4.2060
97,1.8868,4.6373,1.6801,5.3229,4.2799
98,1.8786,4.7118,1.6967,5.3920,4.3537
99,1.8692,4.7862,1.7151,5.4616,4.4274
100,1.8584,4.8605,1.7371,5.5319,4.5008
101,1.8460,4.9344,1.7594,5.6029,4.5739
102,1.8319,5.0081,1.7787,5.6745,4.6468
103,1.8164,5.0815,1.7979,5.7466,4.7193
104,1.7995,5.1546,1.8150,5.8191,4.7915
105,1.7814,5.2273,1.8320,5.8920,4.8634
106,1.7620,5.2998,1.8477,5.9653,4.9351
107,1.7415,5.3719,1.8635,6.0388,5.0064
108,1.7199,5.4437,1.8808,6.1126,5.0775
109,1.6970,5.5152,1.8978,6.1866,5.1483
110,1.6729,5.5862,1.9207,6.2608,5.2188
111,1.6472,5.6567,1.9431,6.3353,5.2889
112,1.6199,5.7265,1.9631,6.4100,5.3586
113,1.5912,5.7958,1.9820,6.4848,5.4278
114,1.5613,5.8646,2.0058,6.5597,5.4965
115,1.5297,5.9326,2.0280,6.6346,5.5649
116,1.4966,5.9999,2.0476,6.7096,5.6327
117,1.4621,6.0665,2.0684,6.7846,5.6999
118,1.4263,6.1324,2.0871,6.8596,5.7666
119,1.3893,6.1976,2.1056,6.9345,5.8329
120,1.3511,6.2622,2.1228,7.0093,5.8986
121,1.3118,6.3260,2.1384,7.0840,5.9640
122,1.2714,6.3893,2.1538,7.1587,6.0289
123,1.2301,6.4519,2.1708,7.2332,6.0934
124,1.1878,6.5138,2.1864,7.3075,6.1576
125,1.1445,6.5750,2.1979,7.3817,6.2214
126,1.1005,6.6357,2.2100,7.4559,6.2848
127,1.0557,6.6959,2.2213,7.5298,6.3479
128,1.0103,6.7556,2.2331,7.6037,6.4109
129,0.9642,6.8148,2.2460,7.6774,6.4736
130,0.9173,6.8733,2.2639,7.7510,6.5361
131,0.8694,6.9310,2.2837,7.8243,6.5983
132,0.8203,6.9877,2.2990,7.8974,6.6600
133,0.7704,7.0437,2.3131,7.9702,6.7212
134,0.7197,7.0990,2.3340,8.0428,6.7819
135,0.6679,7.1532,2.3578,8.1150,6.8423
136,0.6148,7.2061,2.3816,8.1868,6.9021
137,0.5604,7.2578,2.4022,8.2581,6.9610
138,0.5050,7.3083,2.4185,8.3290,7.0192
139,0.4488,7.3580,2.4318,8.3995,7.0767
140,0.3919,7.4068,2.4429,8.4698,7.1337
141,0.3344,7.4551,2.4596,8.5399,7.1904
142,0.2762,7.5024,2.4750,8.6096,7.2469
143,0.2173,7.5487,2.4954,8.6790,7.3028
144,0.1574,7.5939,2.5122,8.7479,7.3584
145,0.0968,7.6380,2.5310,8.8164,7.4132
146,0.0353,7.6810,2.5482,8.8844,7.4675
147,-0.0269,7.7230,2.5629,8.9519,7.5212
148,-0.0896,7.7640,2.5800,9.0191,7.5744
149,-0.1531,7.8039,2.5972,9.0859,7.6271
150,-0.2173,7.8428,2.6165,9.1522,7.6793
151,-0.2822,7.8804,2.6325,9.2179,7.7309
152,-0.3477,7.9169,2.6461,9.2832,7.7819
153,-0.4136,7.9526,2.6611,9.3481,7.8323
154,-0.4802,7.9873,2.6822,9.4127,7.8824
155,-0.5474,8.0205,2.7042,9.4765,7.9320
156,-0.6153,8.0523,2.7215,9.5397,7.9808
157,-0.6838,8.0829,2.7410,9.6023,8.0288
158,-0.7529,8.1121,2.7594,9.6643,8.0762
159,-0.8224,8.1401,2.7791,9.7257,8.1228
160,-0.8926,8.1667,2.7972,9.7864,8.1688
161,-0.9632,8.1920,2.8157,9.8466,8.2140
162,-1.0342,8.2160,2.8354,9.9061,8.2586
163,-1.1057,8.2386,2.8546,9.9649,8.3025
164,-1.1777,8.2599,2.8719,10.0230,8.3456
165,-1.2500,8.2798,2.8902,10.0806,8.3880
166,-1.3226,8.2985,2.9055,10.1374,8.4297
167,-1.3955,8.3160,2.9226,10.1938,8.4708
168,-1.4687,8.3323,2.9362,10.2496,8.5113
169,-1.5421,8.3476,2.9490,10.3049,8.5513
170,-1.6158,8.3620,2.9661,10.3598,8.5908
171,-1.6896,8.3751,2.9884,10.4141,8.6300
172,-1.7637,8.3865,3.0079,10.4675,8.6685
173,-1.8381,8.3965,3.0269,10.5201,8.7061
174,-1.9126,8.4051,3.0488,10.5720,8.7429
175,-1.9872,8.4121,3.0677,10.6230,8.7789
176,-2.0620,8.4176,3.0849,10.6732,8.8139
177,-2.1369,8.4218,3.1050,10.7227,8.8482
178,-2.2119,8.4246,3.1235,10.7714,8.8819
179,-2.2869,8.4259,3.1374,10.8193,8.9146
180,-2.3619,8.4263,3.1496,10.8668,8.9467
181,-2.4369,8.4257,3.1595,10.9138,8.9783
182,-2.5118,8.4243,3.1692,10.9606,9.0095
183,-2.5868,8.4222,3.1787,11.0071,9.0406
184,-2.6618,8.4195,3.1894,11.0534,9.0716
185,-2.7367,8.4159,3.2002,11.0994,9.1024
186,-2.8115,8.4115,3.2105,11.1450,9.1329
187,-2.8864,8.4063,3.2207,11.1904,9.1632
188,-2.9611,8.4004,3.2327,11.2354,9.1934
189,-3.0358,8.3936,3.2431,11.2801,9.2233
190,-3.1104,8.3860,3.2609,11.3245,9.2529
191,-3.1849,8.3770,3.2781,11.3681,9.2823
192,-3.2592,8.3668,3.2965,11.4109,9.3109
193,-3.3333,8.3553,3.3127,11.4530,9.3389
194,-3.4072,8.3425,3.3256,11.4944,9.3661
195,-3.4809,8.3288,3.3378,11.5353,9.3927
196,-3.5545,8.3142,3.3516,11.5759,9.4189
197,-3.6279,8.2985,3.3626,11.6158,9.4447
198,-3.7010,8.2821,3.3767,11.6555,9.4701
199,-3.7740,8.2646,3.3907,11.6946,9.4952
200,-3.8467,8.2461,3.4051,11.7331,9.5199
201,-3.9191,8.2266,3.4182,11.7710,9.5440
202,-3.9912,8.2061,3.4286,11.8085,9.5677
203,-4.0632,8.1849,3.4411,11.8457,9.5909
204,-4.1348,8.1628,3.4571,11.8824,9.6140
205,-4.2061,8.1395,3.4731,11.9184,9.6366
206,-4.2770,8.1151,3.4907,11.9537,9.6587
207,-4.3475,8.0894,3.5053,11.9882,9.6801
208,-4.4176,8.0627,3.5224,12.0221,9.7007
209,-4.4872,8.0349,3.5389,12.0553,9.7208
210,-4.5564,8.0058,3.5581,12.0877,9.7403
211,-4.6250,7.9755,3.5792,12.1191,9.7590
212,-4.6929,7.9437,3.5982,12.1496,9.7769
213,-4.7602,7.9106,3.6137,12.1791,9.7938
214,-4.8270,7.8765,3.6265,12.2079,9.8098
215,-4.8934,7.8416,3.6371,12.2362,9.8252
216,-4.9593,7.8059,3.6473,12.2642,9.8403
217,-5.0250,7.7696,3.6576,12.2919,9.8551
218,-5.0902,7.7326,3.6754,12.3193,9.8696
219,-5.1548,7.6944,3.6975,12.3458,9.8840
220,-5.2185,7.6548,3.7158,12.3711,9.8976
221,-5.2814,7.6141,3.7304,12.3956,9.9101
222,-5.3438,7.5724,3.7434,12.4194,9.9217
223,-5.4056,7.5300,3.7568,12.4428,9.9329
224,-5.4669,7.4867,3.7716,12.4655,9.9436
225,-5.5275,7.4425,3.7891,12.4876,9.9539
226,-5.5873,7.3973,3.8075,12.5089,9.9636
227,-5.6463,7.3509,3.8235,12.5293,9.9725
228,-5.7045,7.3037,3.8378,12.5489,9.9806
229,-5.7621,7.2556,3.8550,12.5679,9.9881
230,-5.8188,7.2065,3.8694,12.5861,9.9951
231,-5.8748,7.1566,3.8833,12.6037,10.0013
232,-5.9301,7.1059,3.8991,12.6206,10.0070
233,-5.9845,7.0544,3.9212,12.6369,10.0122
234,-6.0379,7.0017,3.9385,12.6519,10.0168
235,-6.0903,6.9480,3.9602,12.6661,10.0202
236,-6.1415,6.8933,3.9806,12.6791,10.0229
237,-6.1917,6.8375,3.9989,12.6910,10.0246
238,-6.2407,6.7808,4.0136,12.7021,10.0252
239,-6.2890,6.7233,4.0325,12.7124,10.0251
240,-6.3361,6.6650,4.0482,12.7218,10.0243
241,-6.3824,6.6060,4.0667,12.7305,10.0228
242,-6.4275,6.5461,4.0861,12.7382,10.0205
243,-6.4715,6.4853,4.1057,12.7449,10.0175
244,-6.5142,6.4237,4.1274,12.7506,10.0135
245,-6.5557,6.3611,4.1504,12.7551,10.0087
246,-6.5956,6.2977,4.1677,12.7583,10.0027
247,-6.6345,6.2335,4.1831,12.7606,9.9956
248,-6.6723,6.1688,4.1987,12.7623,9.9877
249,-6.7092,6.1035,4.2170,12.7632,9.9793
250,-6.7449,6.0375,4.2325,12.7632,9.9702
251,-6.7795,5.9710,4.2484,12.7624,9.9603
252,-6.8130,5.9039,4.2656,12.7609,9.9498
253,-6.8454,5.8363,4.2850,12.7586,9.9386
254,-6.8765,5.7680,4.3038,12.7552,9.9268
255,-6.9063,5.6992,4.3170,12.7509,9.9140
256,-6.9352,5.6300,4.3322,12.7460,9.9004
257,-6.9630,5.5603,4.3471,12.7404,9.8863
258,-6.9898,5.4903,4.3612,12.7342,9.8717
259,-7.0156,5.4198,4.3772,12.7273,9.8565
260,-7.0403,5.3490,4.3918,12.7197,9.8408
261,-7.0639,5.2778,4.4046,12.7114,9.8244
262,-7.0867,5.2064,4.4221,12.7026,9.8075
263,-7.1081,5.1345,4.4434,12.6930,9.7903
264,-7.1281,5.0622,4.4623,12.6822,9.7723
265,-7.1466,4.9895,4.4781,12.6704,9.7532
266,-7.1640,4.9166,4.4943,12.6579,9.7334
267,-7.1803,4.8434,4.5104,12.6446,9.7129
268,-7.1953,4.7699,4.5266,12.6306,9.6917
269,-7.2092,4.6962,4.5401,12.6158,9.6700
270,-7.2220,4.6223,4.5526,12.6005,9.6476
271,-7.2340,4.5482,4.5685,12.5846,9.6247
272,-7.2447,4.4740,4.5831,12.5680,9.6015
273,-7.2544,4.3996,4.5966,12.5508,9.5776
274,-7.2630,4.3251,4.6127,12.5330,9.5533
275,-7.2705,4.2505,4.6325,12.5145,9.5285
276,-7.2765,4.1758,4.6482,12.4949,9.5030
277,-7.2813,4.1009,4.6622,12.4746,9.4767
278,-7.2851,4.0260,4.6802,12.4538,9.4498
279,-7.2875,3.9510,4.6962,12.4320,9.4224
280,-7.2887,3.8760,4.7143,12.4096,9.3943
281,-7.2886,3.8010,4.7328,12.3862,9.3656
282,-7.2870,3.7261,4.7536,12.3619,9.3361
283,-7.2839,3.6511,4.7703,12.3366,9.3058
284,-7.2796,3.5763,4.7909,12.3105,9.2746
285,-7.2737,3.5015,4.8071,12.2834,9.2428
286,-7.2666,3.4268,4.8252,12.2555,9.2100
287,-7.2582,3.3523,4.8443,12.2267,9.1767
288,-7.2483,3.2779,4.8613,12.1970,9.1426
289,-7.2372,3.2038,4.8827,12.1666,9.1077
290,-7.2245,3.1299,4.9053,12.1351,9.0721
291,-7.2101,3.0563,4.9231,12.1024,9.0356
292,-7.1944,2.9829,4.9422,12.0689,8.9981
293,-7.1773,2.9099,4.9597,12.0344,8.9599
294,-7.1590,2.8372,4.9748,11.9992,8.9209
295,-7.1395,2.7647,4.9935,11.9634,8.8813
296,-7.1187,2.6927,5.0109,11.9266,8.8411
297,-7.0966,2.6210,5.0281,11.8891,8.8002
298,-7.0734,2.5497,5.0443,11.8509,8.7587
299,-7.0489,2.4788,5.0593,11.8119,8.7165
